字段1,字段2,字段3,字段4,文本,文本1
"
							:上港集团(600018)董秘好：请教两个问题：
1、2020年末，明东集装箱码头的总资产为443485.89万元，2021年6月末，明东的总资产为721288.59万元，增加了277802.7万元；
2、2020年末，沪东集装箱码头的总资产为151408.1万元，2021年6月末，沪东的总资产为576653.04万元，增加了425244.94万元。
请问：增加的原因是什么？谢谢您。
						","
							尊敬的投资者，您好。上述两家公司资产增加主要因为公司自2021年1月1日起执行新租赁准则。根据新租赁准则，公司自2021年1月1日起对所有租入资产按照未来应付租金的最低租赁付款额现值（选择简化处理的短期租赁和低价值资产租赁除外）确认使用权资产及租赁负债，并分别确认折旧及未确认融资费用，不调整可比期间信息。感谢您对公司的关注。
						",2021年08月30日 13:40,2021年08月31日 16:36,上港集团,(600018)
"
							:上港集团(600018)董秘好：8月18日，您说沪东公司传统码头正按照改造计划逐步推进，但在半年报上中的在建工程没有反映沪东公司的改造项目，是否已经转固？谢谢您。
						","
							尊敬的投资者，您好。沪东传统码头改造为自动化改造创新性研究项目，列支研发费用。感谢您对公司的关注。
						",2021年08月30日 12:44,2021年08月31日 16:35,上港集团,(600018)
"
							:上港集团(600018)您好！请问贵公司在2018年是否进行了社会捐赠？具体数额是多少？这些捐赠信息是否在公司的CSR报告中公开？如果并未披露，请问原因是什么？谢谢！
						","
							尊敬的投资者，您好。公司自2009年起每年在上交所发布可持续发展报告。2018年相关捐赠数据可查阅当年发布可持续发展报告的绩效数据部分。感谢您对公司的关注。
						",2021年08月17日 15:44,2021年08月31日 16:35,上港集团,(600018)
"
							:上港集团(600018)你们的利润表确定正确，2020年年报261减215等于105？还是我不懂财报？请指点下
						","
							尊敬的投资者，您好。公司2020年度报表是根据财政部报表列报的要求编制，并经过会计师事务所审计后披露。感谢您对公司的关注。
						",2021年08月05日 09:16,2021年08月18日 16:46,上港集团,(600018)
"
							:上港集团(600018)董秘您好、贵公司持有寸滩港35%的股份、目前寸滩港已经拆迁被收储、按照收储及补偿、贵公司按照份额可以收回投资及土地补偿估计有几十亿、贵公司是否跟踪此事进展？谢谢
						","
							尊敬的投资者，您好。公司相关下属公司正在推进相关工作。感谢您对公司的关注。
						",2021年08月02日 10:33,2021年08月18日 16:46,上港集团,(600018)
"
							:上港集团(600018)董秘先生好：请问目前沪东公司传统码头改造的进展如何？预计什么时候能完成？改造完成后能达到或接近洋山四期的效率吗？谢谢您。
						","
							尊敬的投资者，您好。沪东公司传统码头正按照改造计划逐步推进中，作业效率相比传统码头将得到提升。感谢您对公司的关注。
						",2021年07月30日 11:09,2021年08月18日 16:45,上港集团,(600018)
"
							:上港集团(600018)您好，请问贵司对公司股价有何看法。公司前十大股东持股集中，二级市场流通性极差。建议上海同盛，城投等市属国资平台公司减持一部分股份，有利于增强二级市场流通性。
						","
							尊敬的投资者，您好。公司目前持股5%以上股东无减持计划。感谢您对公司的关注和建议。
						",2021年07月12日 11:41,2021年07月27日 15:07,上港集团,(600018)
"
							:上港集团(600018)请问公司那么多退休人员的退休金养老金提现在财务报告的哪个部分？
						","
							尊敬的投资者，您好。公司离退休人员根据国家有关法规规定，按月领取由社会保险部门发放的基本养老金。感谢您对公司的关注。
						",2021年07月12日 09:19,2021年07月27日 15:07,上港集团,(600018)
"
							:上港集团(600018)请问大股东是否有减持意向，建议减持4%，建议其他前十大股东都减持2%。 有利于公司长远发展，有利于公司股价。谢谢
						","
							尊敬的投资者，您好。公司目前持股5%以上股东无减持计划。感谢您对公司的关注和建议。
						",2021年07月02日 13:33,2021年07月27日 15:06,上港集团,(600018)
"
							:上港集团(600018)贵公司号称全球第一大港，业绩也不差就是股价长期低迷，这不是价值投资，也不符合逻辑！请问贵公司是否有披露事项，是否有消耗主业板块利润的业务比如上港足球，长期低迷的股价，消耗的是投资者对公司的信任，这也是公司管理水平不高的体现，虽然股价受多重因素影响，但好的公司会被市场长期边缘化？难道真的没有自身深层次的原因？不要把一切责任推给外部，切实反省内部问题才是根本！
						","
							尊敬的投资者，您好。公司不存在应披露而未披露的事项。感谢您对公司的关注。
						",2021年07月02日 09:02,2021年07月27日 15:04,上港集团,(600018)
"
							:上港集团(600018)董秘好，公司的官网不能登陆，已有一段时间了。
						","
							尊敬的投资者，您好。公司官网目前可登录阅览。感谢您对公司的关注。
						",2021年06月24日 14:53,2021年07月06日 16:24,上港集团,(600018)
"
							:上港集团(600018)董秘您好，请问贵司何时发布半年报业绩预告？
						","
							尊敬的投资者，您好。公司半年度业绩预增公告已于7月2日进行了发布。感谢您对公司的关注。
						",2021年06月30日 09:12,2021年07月06日 16:24,上港集团,(600018)
"
							:上港集团(600018)您每次都说小洋山北侧按照计划在推进，推进了两年了，我们投资者就想问问，您口中的计划是怎样的？大概哪年能完工？我们就是想知道计划的时间表，这不属于商业机密吧？
						","
							尊敬的投资者，您好。公司目前正在积极推进相关工作。感谢您对公司的关注。
						",2021年06月29日 16:42,2021年07月06日 16:23,上港集团,(600018)
"
							:上港集团(600018)能不能直接回复问题？让我去看2020年年报附注，我看了八百遍了，没有这个税收优惠政策，但是这个税收政策是2021年开始的，我问了两遍了，你都让我看年报，到底2021年享受不享受洋山特殊综合保税区内免增值税的政策，如果不享受，请问为什么？
						","
							尊敬的投资者，您好。公司半年度报告将于8月28日在上交所披露，公司2021年享受的税收优惠请届时关注在半年报中披露的相关内容。感谢您对公司的关注。
						",2021年06月29日 16:40,2021年07月06日 16:23,上港集团,(600018)
"
							:上港集团(600018)国际海运集装箱价格持续大涨，而贵公司旗下的锦江航运集团主要经营日航及长江内的航运，请问贵公司的航运价格与海运价格上涨幅度偏差有多大？难道内河航运价格也由国家相关部委制订？
						","
							尊敬的投资者，您好。上海锦江航运（集团）有限公司成立于1983年，主要从事国际集装箱运输、航运专业服务和航运物流业务，目前主要经营东北亚、东南亚、两岸间的集装箱班轮运输及沿海支线集装箱班轮运输。关于航运价格请关注上海航运交易所近期公布的运价变动情况。感谢您对公司的关注。
						",2021年06月22日 15:51,2021年06月29日 16:16,上港集团,(600018)
"
							:上港集团(600018)据港口圈新闻报道，2021年4月初，长三角港口集团在上海隆重揭牌，但是绝大多数新闻媒体对此都没有报道，请问该揭牌事项是否属实？港口圈通过内部人获知，长三角港口集团将实现全要素合并，包括上港集团，浙江海港和江苏港口集团，三方是否讨论过该事项？是否有更高一级的领导来主导此次合并？
						","
							尊敬的投资者，您好。公司未获悉上述相关消息。感谢您对公司的关注。
						",2021年06月22日 15:49,2021年06月29日 16:16,上港集团,(600018)
